rank,university,country,student_pop,student_staff_ratio,intl_students_pct,female_male_ratio,overall_score,teaching,research_env,research_qual,industry,intl_outlook,year,female_pct
1005.0,Zewail City of Science and Technology,Egypt,1052.0,9.8,0,48:52:00,32.4455,25.8,17.3,53.9,20.5,37.7,2024,48.0
1006.0,University of La Laguna,Spain,19228.0,13.3,5,58:42:00,32.403000000000006,21.9,15.8,54.7,28.7,50.7,2024,58.0
1007.0,Indian Institute of Technology Ropar,India,2486.0,14.9,1,0.970833333,32.379,36.5,18.4,44.7,27.2,23.7,2024,49.26
1008.0,University of Bedfordshire,United Kingdom,13545.0,29.1,64,59:41:00,32.346,17.5,14.3,52.4,25.6,83.9,2024,59.0
1009.0,Fujian Agriculture and Forestry University,China,30262.0,17.1,1,53:47:00,32.338,18.3,15.5,62.0,34.8,32.7,2024,53.0
1010.0,Wakayama Medical University,Japan,1810.0,4.3,0,45:55:00,32.337999999999994,33.8,12.7,49.5,59.1,19.6,2024,45.0
1011.0,Fujita Health University,Japan,3071.0,3.6,1,58:42:00,32.336499999999994,27.6,13.0,55.4,53.3,22.3,2024,58.0
1012.0,University of Colombo,Sri Lanka,34058.0,32.0,0,60:40:00,32.3225,25.4,10.6,60.2,18.7,39.3,2024,60.0
1013.0,"University of Occupational and Environmental Health, Japan",Japan,1164.0,2.5,1,52:48:00,32.3015,30.2,11.7,54.8,46.8,22.5,2024,52.0
1014.0,Fayoum University,Egypt,46689.0,18.0,0,62:38:00,32.2675,15.9,11.9,65.5,24.9,46.4,2024,62.0
1015.0,Teesside University,United Kingdom,14085.0,19.4,25,57:43:00,32.254,19.6,13.1,52.7,19.7,81.0,2024,57.0
1016.0,Shahrood University of Technology,Iran,8326.0,20.7,1,46:54:00,32.2345,28.3,17.2,52.4,18.7,32.4,2024,46.0
1017.0,Ain Shams University,Egypt,152995.0,13.3,6,52:48:00,32.2125,27.9,15.3,45.8,48.0,51.8,2024,52.0
1018.0,Nippon Medical School,Japan,939.0,0.9,0,37 : 63,32.19,28.5,10.7,57.1,50.3,20.5,2024,37.0
1019.0,University of South Africa,South Africa,198816.0,114.2,3,74:26:00,32.1785,24.7,19.3,50.5,26.0,41.4,2024,74.0
1020.0,Suez University,Egypt,17744.0,20.3,2,54:46:00,32.1555,13.0,8.3,70.9,24.4,48.9,2024,54.0
1021.0,Indian Institute of Technology Mandi,India,2058.0,12.9,1,27 : 73,32.1555,36.5,13.4,49.2,18.3,26.8,2024,27.0
1022.0,University of Gujrat,Pakistan,14741.0,24.7,0,58:42:00,32.154999999999994,13.4,11.3,69.5,16.0,45.8,2024,58.0
1023.0,Minia University,Egypt,75399.0,17.7,1,54:46:00,32.117,17.2,9.5,66.0,19.2,49.6,2024,54.0
1024.0,National Central University,Taiwan,11001.0,9.5,7,35 : 65,32.099,30.8,24.9,29.7,88.8,44.4,2024,35.0
1025.0,Tallinn University,Estonia,4509.0,9.9,14,71:29:00,32.0975,24.8,23.0,42.6,22.1,59.3,2024,71.0
1026.0,University of Lagos,Nigeria,41048.0,27.5,0,51:49:00,32.0815,14.6,14.4,65.5,20.9,41.5,2024,51.0
1027.0,Ilmenau University of Technology,Germany,5224.0,18.4,31,28 : 72,32.06949999999999,31.0,21.4,32.8,64.9,57.1,2024,28.0
1028.0,Azarbaijan Shahid Madani University,Iran,7477.0,27.1,2,61:39:00,32.055,14.9,15.3,67.9,19.0,27.9,2024,61.0
1029.0,Najran University,Saudi Arabia,21759.0,18.2,2,62:38:00,32.0485,13.0,9.8,63.4,16.1,76.1,2024,62.0
1030.0,Financial University under the Government of the Russian Federation,Russian Federation,16580.0,13.0,9,51:49:00,32.00999999999999,26.7,18.0,50.3,30.9,34.5,2024,51.0
1031.0,Montanuniversität Leoben,Austria,2496.0,4.2,17,26 : 74,31.994,35.2,13.7,31.6,58.8,77.4,2024,26.0
1032.0,Florida Agricultural and Mechanical University,United States,8850.0,15.7,1,67:33:00,31.9005,33.4,16.7,39.8,37.3,50.3,2024,67.0
1033.0,Kanazawa University,Japan,10271.0,9.9,6,37 : 63,31.8805,35.5,18.8,35.4,70.4,33.6,2024,37.0
1034.0,Zhejiang University of Finance and Economics,China,18214.0,22.5,3,63:37:00,31.8745,14.0,13.3,67.0,37.5,30.5,2024,63.0
1035.0,Karnatak University Dharwad,India,4968.0,12.1,0,53:47:00,31.8665,35.1,9.7,52.5,21.6,27.8,2024,53.0
1036.0,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,8258.0,8.9,36,66:34:00,31.835,25.8,10.9,54.3,25.2,50.2,2024,66.0
1037.0,Tanta University,Egypt,123577.0,17.3,1,57:43:00,31.822,20.4,9.1,62.6,20.0,47.8,2024,57.0
1038.0,An-Najah National University,Palestine,24835.0,21.7,11,66:34:00,31.8155,13.3,9.8,65.4,21.0,61.2,2024,66.0
1039.0,University of Szeged,Hungary,20050.0,12.3,20,56:44:00,31.8115,29.9,15.8,40.5,48.1,57.8,2024,56.0
1040.0,University of Peshawar,Pakistan,20494.0,42.7,0,0.806944444,31.8045,19.4,12.2,61.0,17.4,47.3,2024,44.66
1041.0,Ural Federal University,Russian Federation,26883.0,14.0,16,50:50:00,31.7755,24.9,25.9,34.7,50.6,59.8,2024,50.0
1042.0,University of the South Pacific,Fiji,12622.0,36.9,1,59:41:00,31.751,14.1,17.6,53.5,43.0,62.9,2024,59.0
1043.0,Benha University,Egypt,110873.0,30.9,2,42:58:00,31.688,15.7,9.2,66.5,18.9,49.1,2024,42.0
1044.0,Karlstad University,Sweden,10279.0,12.8,2,63:37:00,31.6675,19.9,14.4,53.8,29.4,57.4,2024,63.0
1045.0,University of Alicante,Spain,22767.0,14.5,10,59:41:00,31.666,25.0,19.8,43.8,51.6,44.6,2024,59.0
1046.0,Jadavpur University,India,14338.0,21.3,0,31 : 69,31.6515,35.3,15.8,46.0,35.4,19.2,2024,31.0
1047.0,University of South Bohemia in České Budějovice,Czech Republic,9131.0,14.6,7,70:30:00,31.646,21.4,18.2,51.0,19.5,53.0,2024,70.0
1048.0,Kwame Nkrumah University of Science and Technology,Ghana,71529.0,60.8,1,38 : 62,31.642,16.2,20.7,50.8,52.0,47.2,2024,38.0
1049.0,Istanbul University-Cerrahpaşa,Turkey,22236.0,27.8,6,52:48:00,31.578499999999995,26.0,24.1,41.7,59.8,26.9,2024,52.0
1050.0,Ateneo de Manila University,Philippines,14168.0,11.1,1,52:48:00,31.5545,30.8,10.8,52.4,27.6,33.5,2024,52.0
1051.0,Comenius University in Bratislava,Slovakia,21812.0,10.5,15,65:35:00,31.503,31.2,16.6,41.8,25.0,52.6,2024,65.0
1052.0,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,12686.0,21.1,1,51:49:00,31.497,32.9,16.9,42.3,39.2,35.1,2024,51.0
1053.0,Akdeniz University,Turkey,46464.0,47.3,4,45:55:00,31.471499999999995,22.7,27.3,42.6,54.7,25.2,2024,45.0
1054.0,University of Žilina,Slovakia,7154.0,14.0,3,32 : 68,31.4605,27.7,18.0,48.2,30.6,31.8,2024,32.0
1055.0,Kuwait University,Kuwait,34147.0,14.7,13,73:27:00,31.4095,19.5,9.9,55.5,28.9,66.4,2024,73.0
1056.0,Riphah International University,Pakistan,25073.0,18.4,0,51:49:00,31.3955,14.2,9.6,67.1,16.0,48.7,2024,51.0
1057.0,Bartin University,Turkey,11828.0,31.8,11,39 : 61,31.3815,11.1,13.0,69.6,16.3,37.4,2024,39.0
1058.0,Bahauddin Zakariya University,Pakistan,26994.0,27.2,0,40 : 60,31.3615,19.6,12.6,58.5,19.2,48.1,2024,40.0
1059.0,University of Kragujevac,Serbia,16543.0,13.7,1,63:37:00,31.357,23.8,10.7,60.0,21.2,31.8,2024,63.0
1060.0,Durban University of Technology,South Africa,27163.0,35.3,1,55:45:00,31.349,17.3,11.8,62.0,18.4,46.5,2024,55.0
1061.0,Central Michigan University,United States,13780.0,18.3,3,60:40:00,31.274,28.8,15.3,46.8,44.9,33.4,2024,60.0
1062.0,Kerman University of Medical Sciences,Iran,5350.0,3.9,3,,31.1685,32.7,11.8,51.2,20.5,25.6,2024,
1063.0,Firat University,Turkey,35348.0,25.4,6,49:51:00,31.1515,19.2,10.3,64.5,19.7,31.5,2024,49.0
1064.0,European University of Madrid,Spain,11416.0,12.0,30,50:50:00,31.129,21.5,10.9,54.3,17.7,61.7,2024,50.0
1065.0,"Adam Mickiewicz University, Poznań",Poland,33268.0,25.0,6,68:32:00,31.1165,19.7,28.4,43.5,29.6,37.8,2024,68.0
1066.0,University of Almería,Spain,12902.0,17.0,10,55:45:00,31.0655,21.7,18.9,48.9,33.7,42.2,2024,55.0
1067.0,University of Sargodha,Pakistan,19172.0,24.3,0,55:45:00,31.058499999999995,27.6,11.9,50.5,17.7,48.1,2024,55.0
1068.0,Brno University of Technology,Czech Republic,18137.0,15.5,25,28 : 72,31.0305,22.2,19.3,39.0,70.3,58.3,2024,28.0
1069.0,Edge Hill University,United Kingdom,11910.0,16.4,6,70:30:00,31.004,18.1,13.8,55.6,22.0,54.7,2024,70.0
1070.0,Nile University,Egypt,3424.0,14.4,2,32 : 68,30.9365,17.3,13.3,59.7,42.4,31.6,2024,32.0
1071.0,Kansai Medical University,Japan,1217.0,1.6,3,55:45:00,30.895,30.0,10.6,51.6,47.9,21.0,2024,55.0
1072.0,University of Sfax,Tunisia,30597.0,12.6,3,65:35:00,30.855,33.7,13.9,40.5,34.5,44.7,2024,65.0
1073.0,Czech Technical University in Prague,Czech Republic,15663.0,8.7,21,30 : 70,30.8185,30.9,18.8,32.2,51.9,60.2,2024,30.0
1074.0,IMT Nord Europe,France,1592.0,15.0,19,25 : 75,30.814,32.2,25.2,19.7,64.8,73.4,2024,25.0
1075.0,Medical University of Gdańsk,Poland,6340.0,5.4,17,73:27:00,30.7795,28.7,10.6,47.9,39.6,43.8,2024,73.0
1076.0,Beni-Suef University,Egypt,85158.0,31.6,0,49:51:00,30.763,16.8,9.8,61.1,19.5,51.4,2024,49.0
1077.0,University of Urbino Carlo Bo,Italy,15779.0,39.0,6,63:37:00,30.7445,15.8,17.8,52.2,33.1,52.5,2024,63.0
1078.0,Sahand University of Technology,Iran,5354.0,27.2,1,43:57:00,30.742,20.6,14.6,57.4,37.9,22.6,2024,43.0
1079.0,Medical University of Bialystok,Poland,5705.0,13.1,8,77:23:00,30.7335,39.0,11.8,40.0,39.1,29.9,2024,77.0
1080.0,Siberian Federal University,Russian Federation,9401.0,18.3,13,51:49:00,30.7305,30.4,24.2,26.9,55.3,59.5,2024,51.0
1081.0,University of Latvia,Latvia,12125.0,30.2,7,69:31:00,30.706,18.6,27.1,40.3,42.5,47.6,2024,69.0
1082.0,University of Pécs,Hungary,16267.0,13.7,24,59:41:00,30.642,39.1,16.5,29.9,32.0,54.3,2024,59.0
1083.0,Indian Institute of Science Education and Research Kolkata,India,1589.0,12.6,0,28 : 72,30.634,40.8,19.4,33.4,28.8,24.0,2024,28.0
1084.0,Public University of Navarre,Spain,8215.0,11.8,6,52:48:00,30.6245,22.4,14.3,49.5,38.3,46.5,2024,52.0
1085.0,Technological University Dublin,Ireland,20801.0,18.7,18,44:56:00,30.621,19.1,13.1,45.6,66.0,64.9,2024,44.0
1086.0,University of East London,United Kingdom,14480.0,26.1,52,56:44:00,30.6055,21.8,15.1,41.0,28.2,84.9,2024,56.0
1087.0,University of Winchester,United Kingdom,7495.0,17.4,10,65:35:00,30.5775,18.9,16.3,50.5,16.0,59.8,2024,65.0
1088.0,Kohat University of Science and Technology,Pakistan,7055.0,43.0,0,26 : 74,30.573,21.9,14.2,49.0,20.8,59.5,2024,26.0
1089.0,Suez Canal University,Egypt,45981.0,13.1,1,52:48:00,30.570500000000006,19.7,8.8,57.6,28.3,50.6,2024,52.0
1090.0,Necmettin Erbakan University,Turkey,18828.0,12.8,13,52:48:00,30.5215,37.2,14.1,39.0,21.4,38.7,2024,52.0
1091.0,University of West London,United Kingdom,9835.0,12.9,45,59:41:00,30.49,19.7,9.7,47.8,16.2,91.7,2024,59.0
1092.0,Riga Technical University,Latvia,10830.0,31.7,22,34 : 66,30.45,26.4,23.9,32.0,46.4,57.0,2024,34.0
1093.0,Icesi University,Colombia,6013.0,7.2,2,53:47:00,30.444,23.5,10.5,55.8,16.1,41.1,2024,53.0
1094.0,Muhimbili University of Health and Allied Sciences,Tanzania,4833.0,14.0,2,33 : 67,30.4265,18.0,13.1,55.3,23.5,50.5,2024,33.0
1095.0,Hamamatsu University School of Medicine,Japan,1216.0,4.1,3,48:52:00,30.421,33.6,18.3,36.9,58.3,24.0,2024,48.0
1096.0,University of Zagreb,Croatia,58474.0,14.8,3,60:40:00,30.419,26.0,15.9,44.7,59.7,31.2,2024,60.0
1097.0,Semnan University,Iran,14404.0,15.1,1,55:45:00,30.3945,30.7,12.8,50.7,18.4,22.4,2024,55.0
1098.0,"University of Engineering and Technology, Peshawar",Pakistan,9307.0,21.7,2,0.315277778,30.3815,13.7,11.5,60.9,25.0,49.8,2024,23.97
1099.0,Northwest University,China,26059.0,13.3,1,52:48:00,30.372,24.4,15.3,51.5,35.3,25.0,2024,52.0
1100.0,University of León,Spain,10410.0,12.1,4,53:47:00,30.3475,23.2,13.6,46.7,70.3,36.5,2024,53.0
1101.0,Oakland University,United States,15046.0,17.6,4,58:42:00,30.3465,25.5,15.9,44.5,47.7,39.4,2024,58.0
1102.0,Kurume University,Japan,5007.0,9.0,1,,30.337,27.5,13.6,48.4,44.7,26.3,2024,
1103.0,University of Applied Sciences and Arts of Western Switzerland,Switzerland,17933.0,6.5,29,54:46:00,30.276,24.0,13.1,38.3,33.8,87.4,2024,54.0
1104.0,Universiti Malaysia Terengganu (UMT),Malaysia,10143.0,16.8,5,69:31:00,30.269,19.1,18.7,47.6,30.1,49.7,2024,69.0
1105.0,Miguel Hernández University of Elche,Spain,12189.0,16.5,8,50:50:00,30.238,20.4,17.8,43.8,70.7,41.2,2024,50.0
1106.0,Bowling Green State University,United States,15159.0,17.6,3,57:43:00,30.2365,22.4,13.9,52.7,40.5,28.9,2024,57.0
1107.0,AGH University of Krakow,Poland,19189.0,12.2,3,35 : 65,30.2345,25.8,20.9,38.6,68.5,29.9,2024,35.0
1108.0,Universidad San Francisco de Quito,Ecuador,7874.0,10.2,2,50:50:00,30.1885,22.3,11.1,48.9,17.4,67.0,2024,50.0
1109.0,Yazd University,Iran,14204.0,29.7,3,57:43:00,30.174,25.3,17.3,44.7,39.4,36.1,2024,57.0
1110.0,University of Franche-Comté,France,24908.0,33.5,11,58:42:00,30.1075,21.3,15.7,40.6,44.9,70.6,2024,58.0
1111.0,Niigata University,Japan,11942.0,7.2,3,37 : 63,30.08,30.6,15.0,41.8,49.7,29.0,2024,37.0
1112.0,University of A Coruña,Spain,15359.0,12.4,5,51:49:00,30.0755,24.2,17.5,45.6,36.1,36.5,2024,51.0
1113.0,National Chung Hsing University,Taiwan,14394.0,15.5,6,42:58:00,30.0585,23.8,25.2,33.8,78.8,32.5,2024,42.0
1114.0,Plekhanov Russian University of Economics,Russian Federation,12595.0,9.1,15,57:43:00,30.0405,25.9,12.9,44.7,20.6,59.0,2024,57.0
1115.0,University of Extremadura,Spain,20146.0,10.7,3,55:45:00,30.026,24.7,12.4,51.9,22.4,35.7,2024,55.0
1116.0,Maharishi Markandeshwar University (MMU),India,9968.0,12.6,8,43:57:00,29.933,26.9,8.9,53.8,17.6,34.3,2024,43.0
1117.0,Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,5462.0,24.1,1,36 : 64,29.924,25.4,13.2,54.6,22.2,17.8,2024,36.0
1118.0,Tokyo Metropolitan University,Japan,8903.0,10.9,7,39 : 61,29.9065,29.8,16.2,39.2,48.0,36.5,2024,39.0
1119.0,Taibah University,Saudi Arabia,61471.0,24.4,2,61:39:00,29.906,14.4,10.2,54.2,18.5,76.0,2024,61.0
1120.0,Universiti Tunku Abdul Rahman (UTAR),Malaysia,19080.0,17.2,9,51:49:00,29.8865,16.8,17.1,48.1,53.6,45.3,2024,51.0
1121.0,Gdańsk University of Technology,Poland,13903.0,17.9,5,38 : 62,29.8845,19.7,17.0,48.3,50.7,35.0,2024,38.0
1122.0,Babeş-Bolyai University,Romania,43018.0,21.1,4,64:36:00,29.8785,23.3,16.8,46.0,35.2,39.0,2024,64.0
1123.0,Pondicherry University,India,8187.0,21.5,1,46:54:00,29.863499999999995,33.5,18.4,38.3,42.5,19.4,2024,46.0
1124.0,Hakim Sabzevari University,Iran,9464.0,22.8,3,51:49:00,29.8385,15.3,11.5,61.6,16.5,38.0,2024,51.0
1125.0,Bangladesh University of Engineering and Technology,Bangladesh,6237.0,13.2,0,0.970833333,29.8365,21.7,15.8,50.7,35.2,29.8,2024,49.26
1126.0,University of Isfahan,Iran,17182.0,24.0,8,58:42:00,29.820500000000003,30.4,16.8,40.9,26.2,35.5,2024,58.0
1127.0,University of Wrocław,Poland,17787.0,15.1,7,67:33:00,29.781,24.3,25.9,35.9,25.6,44.1,2024,67.0
1128.0,Bangladesh Agricultural University (BAU),Bangladesh,6810.0,11.4,1,45:55:00,29.75,29.5,9.9,45.2,22.6,49.5,2024,45.0
1129.0,Óbuda University,Hungary,10997.0,34.4,7,0.970833333,29.737,14.4,16.4,55.7,20.7,42.6,2024,49.26
1130.0,National Chengchi University,Taiwan,12329.0,14.9,12,56:44:00,29.728,27.6,27.8,24.8,60.6,48.8,2024,56.0
1131.0,Chung Yuan Christian University,Taiwan,15939.0,33.5,7,46:54:00,29.7095,18.1,24.4,39.0,62.6,41.2,2024,46.0
1132.0,Toyohashi University of Technology (TUT),Japan,2034.0,10.8,15,0.602083333,29.690999999999995,28.7,24.0,24.7,89.8,43.5,2024,37.58
1133.0,Federal University of São Carlos,Brazil,21119.0,16.1,1,51:49:00,29.6495,33.4,19.8,33.5,44.8,29.5,2024,51.0
1134.0,Universidad Peruana Cayetano Heredia,Peru,10503.0,15.6,1,66:34:00,29.6435,16.9,12.9,53.3,29.8,49.8,2024,66.0
1135.0,University of Ioannina,Greece,32155.0,32.6,5,54:46:00,29.632,14.0,12.4,55.9,47.4,43.2,2024,54.0
1136.0,The University of the West Indies,Jamaica,39257.0,16.3,1,68:32:00,29.611,19.7,11.8,51.9,31.5,47.3,2024,68.0
1137.0,Huaqiao University,China,33228.0,17.8,19,51:49:00,29.603,15.5,14.3,48.1,28.4,70.9,2024,51.0
1138.0,University of Peradeniya,Sri Lanka,22336.0,13.9,1,65:35:00,29.593,18.4,9.2,58.6,23.3,39.8,2024,65.0
1139.0,University of Bucharest,Romania,32362.0,33.3,2,70:30:00,29.5895,24.8,21.1,43.2,25.3,29.1,2024,70.0
1140.0,University of Social Welfare and Rehabilitation Sciences,Iran,1725.0,10.8,2,70:30:00,29.4965,33.6,19.9,33.6,27.9,34.9,2024,70.0
1141.0,Federal University of Technology Akure,Nigeria,19711.0,24.5,0,26 : 74,29.473000000000003,24.8,11.1,50.6,18.2,40.4,2024,26.0
1142.0,University of South Wales,United Kingdom,15780.0,16.0,21,53:47:00,29.4705,18.3,11.8,42.0,56.5,77.2,2024,53.0
1143.0,Toyota Technological Institute,Japan,503.0,9.7,1,0.397222222,29.4625,28.7,16.2,38.4,57.2,33.2,2024,28.43
1144.0,Gifu University,Japan,7134.0,14.6,4,38 : 62,29.453499999999995,30.6,23.2,29.5,65.9,29.5,2024,38.0
1145.0,GLA University,India,10719.0,16.8,0,29 : 71,29.407499999999995,16.8,10.6,63.9,16.0,20.9,2024,29.0
1146.0,Democritus University of Thrace,Greece,22266.0,36.4,3,48:52:00,29.3885,16.1,16.5,54.3,32.1,30.4,2024,48.0
1147.0,Guru Ghasidas Vishwavidyalaya,India,8928.0,21.7,0,40 : 60,29.3855,16.6,9.8,63.7,21.6,22.3,2024,40.0
1148.0,University of Jeddah,Saudi Arabia,28561.0,14.6,2,67:33:00,29.381,17.4,9.2,51.5,16.0,73.2,2024,67.0
1149.0,Rowan University,United States,17693.0,14.5,3,49:51:00,29.37,26.6,12.4,45.9,30.8,39.0,2024,49.0
1150.0,PMAS Arid Agriculture University Rawalpindi,Pakistan,12702.0,44.7,0,37 : 63,29.342,18.8,11.3,53.9,19.1,47.8,2024,37.0
1151.0,Lorestan University,Iran,8762.0,22.7,2,57:43:00,29.2625,27.2,11.1,51.2,18.3,25.7,2024,57.0
1152.0,Ming Chi University of Technology,Taiwan,4415.0,18.6,2,25 : 75,29.2335,16.4,25.1,43.4,47.1,29.5,2024,25.0
1153.0,University of Engineering & Technology (UET) Lahore,Pakistan,12720.0,13.4,2,29 : 71,29.226,18.8,9.9,53.5,24.1,50.6,2024,29.0
1154.0,University of Malaga,Spain,35595.0,13.3,6,54:46:00,29.1675,21.5,16.0,43.2,51.5,42.2,2024,54.0
1155.0,National Institute of Technology Warangal,India,6643.0,19.8,5,0.929861111,29.132,25.1,13.6,50.8,18.4,24.1,2024,48.18
1156.0,Al-Balqa Applied University,Jordan,27973.0,27.3,2,59:41:00,29.0915,12.0,13.6,59.2,22.5,39.3,2024,59.0
1157.0,Jimma University,Ethiopia,30186.0,14.9,1,38 : 62,29.067,16.4,8.9,60.2,16.2,39.2,2024,38.0
1158.0,Universidad del Desarrollo,Chile,16638.0,14.4,4,57:43:00,29.046,17.8,10.8,53.0,21.2,52.2,2024,57.0
1159.0,Aichi Medical University,Japan,1315.0,2.9,1,58:42:00,29.035,30.5,13.5,43.1,39.5,21.5,2024,58.0
1160.0,SWPS University,Poland,15863.0,39.0,7,77:23:00,29.0325,12.8,16.4,53.0,16.2,52.7,2024,77.0
1161.0,Université Djillali Liabès de Sidi Bel-Abbès,Algeria,27917.0,19.7,1,56:44:00,29.005,30.6,9.3,46.0,16.9,37.4,2024,56.0
1162.0,University of Calcutta,India,17879.0,14.2,0,54:46:00,28.9775,40.0,15.2,33.7,30.3,19.3,2024,54.0
1163.0,Urmia University of Technology,Iran,3193.0,30.7,0,30 : 70,28.9465,11.4,16.8,59.9,16.6,27.7,2024,30.0
1164.0,Mae Fah Luang University,Thailand,14768.0,20.7,5,72:28:00,28.897,16.2,14.6,47.5,39.6,54.0,2024,72.0
1165.0,Sidi Mohamed Ben Abdellah University,Morocco,95994.0,55.6,1,51:49:00,28.8775,26.6,11.3,50.6,16.9,25.3,2024,51.0
1166.0,TOBB University of Economics and Technology,Turkey,4771.0,14.3,1,47:53:00,28.877,17.9,14.3,48.2,48.8,40.5,2024,47.0
1167.0,Medical University of Warsaw,Poland,10068.0,6.4,8,71:29:00,28.8695,26.5,13.5,43.6,43.3,31.0,2024,71.0
1168.0,University of Rajshahi,Bangladesh,22042.0,20.4,0,34 : 66,28.8515,15.9,9.3,59.3,17.6,39.6,2024,34.0
1169.0,USAMV Cluj-Napoca,Romania,5501.0,17.7,7,53:47:00,28.8115,19.9,9.1,54.5,23.8,40.0,2024,53.0
1170.0,Shahid Chamran University of Ahvaz,Iran,15142.0,25.2,5,,28.791,29.6,19.3,34.5,51.8,27.2,2024,
1171.0,Texas State University,United States,30895.0,20.0,1,60:40:00,28.7875,17.8,16.0,47.8,31.6,43.9,2024,60.0
1172.0,Diego Portales University,Chile,18126.0,17.6,2,50:50:00,28.7705,15.3,11.8,53.8,18.0,53.0,2024,50.0
1173.0,University of Technology of Troyes,France,3174.0,20.1,22,25 : 75,28.7635,31.5,11.9,29.1,42.0,74.8,2024,25.0
1174.0,Shahrekord University,Iran,7198.0,20.3,0,56:44:00,28.7515,19.4,13.5,55.8,17.9,22.1,2024,56.0
1175.0,Razi University,Iran,10634.0,22.9,4,60:40:00,28.7485,27.8,14.0,43.2,38.5,26.5,2024,60.0
1176.0,Kindai University,Japan,34545.0,17.7,2,32 : 68,28.7455,18.4,11.8,51.9,50.2,30.9,2024,32.0
1177.0,Staffordshire University,United Kingdom,11085.0,17.6,12,48:52:00,28.735499999999995,17.9,11.5,48.0,21.5,64.8,2024,48.0
1178.0,University of Mazandaran,Iran,13164.0,32.3,7,62:38:00,28.719,27.5,18.9,39.1,24.7,32.1,2024,62.0
1179.0,Canterbury Christ Church University,United Kingdom,11155.0,20.1,15,68:32:00,28.6785,20.7,13.8,44.6,18.0,59.6,2024,68.0
1180.0,University of Ghana,Ghana,59744.0,35.9,1,49:51:00,28.617,14.9,21.3,42.1,37.3,52.3,2024,49.0
1181.0,Western Michigan University,United States,16486.0,21.3,8,53:47:00,28.6035,24.0,17.1,39.2,39.3,43.1,2024,53.0
1182.0,Poznan University of Medical Sciences,Poland,7296.0,6.0,11,73:27:00,28.574,27.1,13.4,41.2,44.4,34.1,2024,73.0
1183.0,Universiti Malaysia Sarawak (UNIMAS),Malaysia,12158.0,14.9,13,71:29:00,28.5385,29.9,19.3,22.9,66.9,61.0,2024,71.0
1184.0,Istanbul University,Turkey,61369.0,25.4,9,56:44:00,28.533500000000004,23.5,22.0,34.4,50.9,38.2,2024,56.0
1185.0,University of South Dakota,United States,6909.0,16.0,3,63:37:00,28.5285,34.5,15.9,33.6,36.0,29.6,2024,63.0
1186.0,Nagoya City University,Japan,4540.0,7.4,3,53:47:00,28.521,30.4,17.5,32.6,73.2,23.6,2024,53.0
1187.0,"Mehran University of Engineering and Technology, Jamshoro, Pakistan",Pakistan,9704.0,19.9,0,0.929861111,28.4995,17.1,8.1,55.6,16.9,50.0,2024,48.18
1188.0,Shinshu University,Japan,10602.0,10.4,3,32 : 68,28.475,26.8,18.0,34.6,63.1,32.6,2024,32.0
1189.0,Technical University of Cartagena,Spain,4549.0,10.1,8,28 : 72,28.462,25.1,12.7,42.9,36.3,40.7,2024,28.0
1190.0,Gauhati University,India,6817.0,17.3,0,53:47:00,28.42,36.2,26.6,23.3,34.3,22.2,2024,53.0
1191.0,Shanghai Maritime University,China,23263.0,16.7,2,45:55:00,28.404,16.8,12.8,51.8,37.4,36.0,2024,45.0
1192.0,Mirpur University of Science and Technology,Pakistan,8459.0,23.6,0,44:56:00,28.3955,11.5,9.4,60.0,15.8,48.6,2024,44.0
1193.0,Fu Jen Catholic University,Taiwan,16382.0,27.2,6,59:41:00,28.3905,24.0,29.2,26.3,65.5,31.1,2024,59.0
1194.0,Universidad Autónoma de Chile,Chile,30336.0,25.5,1,65:35:00,28.3745,12.5,12.2,54.5,16.1,55.4,2024,65.0
1195.0,University of Las Palmas de Gran Canaria,Spain,15681.0,17.0,6,57:43:00,28.3555,19.8,16.1,45.6,25.2,42.1,2024,57.0
1196.0,University of Maragheh,Iran,3452.0,23.6,0,55:45:00,28.3435,12.1,16.6,55.7,17.5,34.0,2024,55.0
1197.0,University of Cadiz,Spain,19416.0,17.7,8,55:45:00,28.343499999999995,20.4,16.7,43.7,30.0,42.3,2024,55.0
1198.0,Nicolaus Copernicus University in Toruń,Poland,18122.0,12.0,5,67:33:00,28.292,23.8,21.1,38.0,30.8,33.6,2024,67.0
1199.0,"University of Chemistry and Technology, Prague",Czech Republic,4061.0,8.3,23,57:43:00,28.291999999999994,32.8,14.7,29.0,45.7,51.0,2024,57.0
1200.0,Don State Technical University,Russian Federation,26030.0,12.4,12,,28.2505,20.6,9.0,54.9,17.9,31.7,2024,
1201.0,University of Botswana,Botswana,15370.0,21.8,4,59:41:00,28.2,16.8,14.2,46.5,19.9,58.4,2024,59.0
1202.0,Manipal University Jaipur,India,8361.0,14.9,3,43:57:00,28.1965,19.5,14.2,51.9,23.9,24.0,2024,43.0
1203.0,University Rey Juan Carlos,Spain,42153.0,19.4,6,59:41:00,28.151499999999995,15.8,13.4,51.2,31.3,39.9,2024,59.0
1204.0,Tokushima University,Japan,7482.0,9.7,2,35 : 65,28.138,29.2,24.0,24.4,81.6,26.4,2024,35.0
